Product,BU,Region,Country,Year,Month,Actuals,Budget,Forecast
acitretin,inflammation,eu,finland,2019,2,0,0,-222795
acitretin,inflammation,eu,lithuania,2019,2,403106,737743,923537
acitretin,inflammation,eu,latvia,2019,2,57992,57992,0
acitretin,inflammation,eu,norway,2019,2,240470,248183,255933
acitretin,inflammation,eu,sweden,2019,2,462650,462650,384143
acitretin,inflammation,eu,switzerland,2019,2,1010690,1886229,2885529
acitretin,inflammation,eu,macedonia,2019,2,970602,970602,943367
acitretin,inflammation,eu,serbia,2019,2,675874,1120024,1741012
acitretin,inflammation,eu,bosnia,2019,2,1399037,1476674,1880602
acitretin,inflammation,eu,montenegro,2019,2,156562,156562,0
acitretin,inflammation,eu,czech republic,2019,3,474148,925124,1065557
acitretin,inflammation,eu,hungary,2019,3,722676,742869,1323516
acitretin,inflammation,eu,slovenia,2019,3,93332,93332,4640
acitretin,inflammation,eu,slovakia,2019,3,317877,317877,233926
acitretin,inflammation,eu,bulgaria,2019,3,203279,203279,103504
acitretin,inflammation,eu,romania,2019,3,215580,215580,192527
acitretin,inflammation,eu,croatia,2019,3,614376,677954,1034498
acitretin,inflammation,eu,ukraine,2019,3,70016,116974,251696
acitretin,inflammation,eu,kazakhstan,2019,3,34244,914892,930276
acitretin,inflammation,eu,georgia,2019,3,3542718,7200762,18915660
acitretin,inflammation,eu,belarus,2019,3,8889214,9241988,9439234
acitretin,inflammation,eu,armenia,2019,3,52749,73359,82453
acitretin,inflammation,eu,israel,2019,3,78540,541815,624261
acitretin,inflammation,eu,palestine,2019,3,106773,106773,-14217
acitretin,inflammation,eu,poland,2019,3,484327,615498,873478
acitretin,inflammation,eu,russia,2019,3,30177,206335,510059
acitretin,inflammation,eu,bulgaria,2019,3,3153949,4323072,5076839
acitretin,inflammation,eu,romania,2019,3,75516,75516,0
acitretin,inflammation,eu,croatia,2019,3,114746,114746,-53751
acitretin,inflammation,eu,ukraine,2019,3,263645,263645,232040
acitretin,inflammation,eu,kazakhstan,2019,3,204488,204488,160152
acitretin,inflammation,eu,georgia,2019,3,181918,181918,161973
acitretin,inflammation,eu,belarus,2019,3,147577,147577,24714
acitretin,inflammation,eu,armenia,2019,3,853338,1267781,2524733
acitretin,inflammation,eu,israel,2019,3,312497,363870,610137
acitretin,inflammation,eu,palestine,2019,3,152447,152447,0
acitretin,inflammation,eu,poland,2019,3,41462,41462,0
acitretin,inflammation,eu,russia,2019,3,958425,1364764,1692148
acitretin,inflammation,eu,bulgaria,2019,3,517662,517662,469482
acitretin,inflammation,eu,romania,2019,3,215777,215777,80818
acitretin,inflammation,eu,croatia,2019,3,15878,15878,-148176
acitretin,inflammation,eu,ukraine,2019,3,196965,429755,617177
acitretin,inflammation,eu,kazakhstan,2019,3,238655,251035,283530
acitretin,inflammation,eu,georgia,2019,3,405205,405205,258005
acitretin,inflammation,eu,belarus,2019,3,431066,431066,280375
acitretin,inflammation,eu,armenia,2019,3,1921963,2114108,2761794
acitretin,inflammation,eu,israel,2019,3,559712,770310,860561
acitretin,inflammation,eu,palestine,2019,3,927566,1310647,1789776
acitretin,inflammation,eu,poland,2019,3,2195412,2195412,2187794
acitretin,inflammation,eu,russia,2019,3,66400,66400,0
acitretin,inflammation,eu,switzerland,2019,4,996725,1103252,1256551
acitretin,inflammation,eu,macedonia,2019,4,434791,710331,1100711
acitretin,inflammation,eu,serbia,2019,4,132296,132296,129574
acitretin,inflammation,eu,bosnia,2019,4,303757,303757,233501
acitretin,inflammation,eu,netherlands,2019,4,38993,96723,112971
acitretin,inflammation,eu,denmark,2019,4,251825,251825,220175
acitretin,inflammation,eu,estonia,2019,4,497314,544919,547354
acitretin,inflammation,eu,finland,2019,4,194005,196015,201041
acitretin,inflammation,eu,lithuania,2019,4,127036,193886,1015902
acitretin,inflammation,eu,latvia,2019,4,4068463,5703909,19925947
acitretin,inflammation,eu,norway,2019,4,1999162,6898133,10246848
acitretin,inflammation,eu,sweden,2019,4,104194,104194,0
acitretin,inflammation,eu,switzerland,2019,4,811648,811648,621175
acitretin,inflammation,eu,macedonia,2019,4,41637,179802,207344
acitretin,inflammation,eu,serbia,2019,4,216217,539340,1174002
acitretin,inflammation,eu,bosnia,2019,4,21234,164410,425373
acitretin,inflammation,eu,montenegro,2019,4,1444986,3390785,5430768
acitretin,inflammation,eu,czech republic,2019,4,153642,153642,0
acitretin,inflammation,eu,hungary,2019,4,166188,166188,161994
acitretin,inflammation,eu,slovenia,2019,4,333093,333093,189544
acitretin,inflammation,eu,slovakia,2019,4,29469,121863,131637
acitretin,inflammation,eu,bulgaria,2019,4,161887,161887,142026
acitretin,inflammation,eu,romania,2019,4,3401,3401,0
acitretin,inflammation,eu,croatia,2019,4,164380,1764041,2927609
acitretin,inflammation,eu,ukraine,2019,4,448173,448173,353527
acitretin,inflammation,eu,kazakhstan,2019,4,102321,102321,0
acitretin,inflammation,eu,georgia,2019,4,5453,29575,70654
acitretin,inflammation,eu,belarus,2019,4,632754,808681,1634653
acitretin,inflammation,eu,armenia,2019,4,678295,678295,608569
acitretin,inflammation,eu,israel,2019,4,5663,380321,410671
acitretin,inflammation,eu,palestine,2019,4,63996,63996,-121088
acitretin,inflammation,eu,poland,2019,4,38169,229814,486842
acitretin,inflammation,eu,russia,2019,4,74885,74885,0
acitretin,inflammation,eu,bulgaria,2019,4,154550,180987,310351
acitretin,inflammation,eu,romania,2019,4,49224,248930,271686
acitretin,inflammation,eu,croatia,2019,4,2201215,2306033,2307116
acitretin,inflammation,eu,ukraine,2019,4,507556,531522,643940
acitretin,inflammation,eu,kazakhstan,2019,4,1314135,1372707,1921707
acitretin,inflammation,eu,georgia,2019,4,1310674,1978231,2332545
acitretin,inflammation,eu,belarus,2019,4,77073,77073,-240
acitretin,inflammation,eu,armenia,2019,5,455102,839022,1077176
acitretin,inflammation,eu,israel,2019,5,1273777,1273777,1250137
acitretin,inflammation,eu,palestine,2019,5,85569,263331,327504
acitretin,inflammation,eu,poland,2019,5,277378,277378,201186
acitretin,inflammation,eu,russia,2019,5,6440,114654,136528
acitretin,inflammation,eu,bulgaria,2019,5,8788,132586,182118
acitretin,inflammation,eu,romania,2019,5,735629,735629,634717
acitretin,inflammation,eu,croatia,2019,5,241662,241662,238273
acitretin,inflammation,eu,bosnia,2019,5,414680,1025671,1154370
acitretin,inflammation,eu,montenegro,2019,5,10700274,12268101,19433346
acitretin,inflammation,eu,czech republic,2019,5,9513424,9665853,10868249
acitretin,inflammation,eu,hungary,2019,5,73340,73340,0
acitretin,inflammation,eu,slovenia,2019,5,227969,368172,708053
acitretin,inflammation,eu,slovakia,2019,5,102186,135125,219801
acitretin,inflammation,eu,bulgaria,2019,5,221004,380867,988592
acitretin,inflammation,eu,romania,2019,5,287213,344663,522558
acitretin,inflammation,eu,croatia,2019,5,4200345,4655412,6455089
acitretin,inflammation,eu,ukraine,2019,5,98113,98113,0
acitretin,inflammation,eu,kazakhstan,2019,5,229658,229658,153526
acitretin,inflammation,eu,georgia,2019,5,117931,259378,284423
acitretin,inflammation,eu,belarus,2019,5,80627,80627,-42927
acitretin,inflammation,eu,armenia,2019,5,102861,134025,164859
acitretin,inflammation,eu,israel,2019,5,66283,66283,24621
acitretin,inflammation,eu,palestine,2019,5,2232133,2798965,3066872
acitretin,inflammation,eu,poland,2019,5,641097,641097,545678
acitretin,inflammation,eu,russia,2019,5,149928,149928,0
acitretin,inflammation,eu,bulgaria,2019,5,167037,167037,0
acitretin,inflammation,eu,romania,2019,5,1965680,1978819,1982675
acitretin,inflammation,eu,croatia,2019,5,711539,711539,579011
acitretin,inflammation,eu,ukraine,2019,5,289506,382157,716532
acitretin,inflammation,eu,kazakhstan,2019,5,0,0,-246237
acitretin,inflammation,eu,bosnia,2019,5,713429,739575,1024356
acitretin,inflammation,eu,montenegro,2019,5,292893,292893,245828
acitretin,inflammation,eu,czech republic,2019,5,321326,321326,295897
acitretin,inflammation,eu,hungary,2019,5,204469,329553,349066
acitretin,inflammation,eu,slovenia,2019,5,80974,2803984,2857983
acitretin,inflammation,eu,slovakia,2019,5,139844,685913,692997
acitretin,inflammation,eu,bulgaria,2019,5,1602302,1846122,1861005
acitretin,inflammation,eu,romania,2019,5,1015087,2274989,2574988
acitretin,inflammation,eu,croatia,2019,5,37206,37206,0
acitretin,inflammation,eu,ukraine,2019,6,501376,713335,1087595
acitretin,inflammation,eu,kazakhstan,2019,6,930433,961383,1043447
acitretin,inflammation,eu,georgia,2019,6,180945,180945,0
acitretin,inflammation,eu,belarus,2019,6,117823,169612,180616
acitretin,inflammation,eu,armenia,2019,6,119260,119571,120372
acitretin,inflammation,eu,israel,2019,6,232132,232132,208162
acitretin,inflammation,eu,palestine,2019,6,498334,540633,547814
acitretin,inflammation,eu,poland,2019,6,205664,210474,211300
acitretin,inflammation,eu,russia,2019,6,336268,476484,1030343
acitretin,inflammation,eu,bulgaria,2019,6,4390586,17572541,19093812
acitretin,inflammation,eu,romania,2019,6,2178017,2259107,9983708
acitretin,inflammation,eu,croatia,2019,6,34965,34965,0
acitretin,inflammation,eu,ukraine,2019,6,376226,376226,366760
acitretin,inflammation,eu,kazakhstan,2019,6,129061,147592,217250
acitretin,inflammation,eu,bosnia,2019,6,1073092,1073092,1026796
acitretin,inflammation,eu,montenegro,2019,6,310850,315136,446863
acitretin,inflammation,eu,czech republic,2019,6,2698366,2883530,4325851
acitretin,inflammation,eu,hungary,2019,6,1479633,1526062,2356824
acitretin,inflammation,eu,slovenia,2019,6,81273,81273,0
acitretin,inflammation,eu,slovakia,2019,6,201604,252167,255565
acitretin,inflammation,eu,bulgaria,2019,6,152365,242370,412070
acitretin,inflammation,eu,romania,2019,6,208019,208019,168439
acitretin,inflammation,eu,croatia,2019,6,197573,197573,26402
acitretin,inflammation,eu,ukraine,2019,6,457039,1283613,2574167
acitretin,inflammation,eu,kazakhstan,2019,6,196127,264470,404801
acitretin,inflammation,eu,georgia,2019,6,56675,56675,0
acitretin,inflammation,eu,belarus,2019,6,128034,128034,70654
acitretin,inflammation,eu,armenia,2019,6,109552,933076,1398332
acitretin,inflammation,eu,israel,2019,6,17046,161407,475729
acitretin,inflammation,eu,palestine,2019,6,415031,481584,543039
acitretin,inflammation,eu,poland,2019,6,0,0,-260578
acitretin,inflammation,eu,russia,2019,6,347517,711196,1086365
acitretin,inflammation,eu,bulgaria,2019,6,117851,117851,0
acitretin,inflammation,eu,romania,2019,6,190349,204150,277420
acitretin,inflammation,eu,croatia,2019,6,13604,222212,336465
acitretin,inflammation,eu,ukraine,2019,6,45680,2851673,3014790
acitretin,inflammation,eu,kazakhstan,2019,6,249868,310081,859942
acitretin,inflammation,eu,bosnia,2019,6,1455024,1700046,1940934
acitretin,inflammation,eu,montenegro,2019,6,1826899,1939875,2339452
acitretin,inflammation,eu,czech republic,2019,6,137189,137189,0
acitretin,inflammation,eu,hungary,2019,7,668374,852008,1219573
acitretin,inflammation,eu,slovenia,2019,7,765621,860989,1356494
acitretin,inflammation,eu,slovakia,2019,7,36184,173634,188749
acitretin,inflammation,eu,bulgaria,2019,7,158037,166063,237169
acitretin,inflammation,eu,romania,2019,7,214666,214666,99356
acitretin,inflammation,eu,croatia,2019,7,31166,145283,218075
acitretin,inflammation,eu,ukraine,2019,7,180066,321357,757858
acitretin,inflammation,eu,kazakhstan,2019,7,76553,91855,250909
acitretin,inflammation,eu,georgia,2019,7,649188,911885,1129654
acitretin,inflammation,eu,belarus,2019,7,2994824,7804740,22100078
acitretin,inflammation,eu,armenia,2019,7,3608326,6391217,8192229
acitretin,inflammation,eu,israel,2019,7,184519,184519,0
acitretin,inflammation,eu,palestine,2019,7,22555,178747,717165
acitretin,inflammation,eu,poland,2019,7,315498,315498,230270
acitretin,inflammation,eu,russia,2019,7,338632,883563,1158854
acitretin,inflammation,eu,bulgaria,2019,7,112890,269525,470535
acitretin,inflammation,eu,romania,2019,7,7685263,7803764,7849856
acitretin,inflammation,eu,croatia,2019,7,192877,192877,0
acitretin,inflammation,eu,ukraine,2019,7,88775,88775,-672
acitretin,inflammation,eu,kazakhstan,2019,7,241642,273322,277819
acitretin,inflammation,eu,bosnia,2019,7,106350,138762,161700
acitretin,inflammation,eu,montenegro,2019,7,57513,125699,167140
acitretin,inflammation,eu,czech republic,2019,7,28725,28725,0
acitretin,inflammation,eu,hungary,2019,7,1009892,2807457,3165763
acitretin,inflammation,eu,slovenia,2019,7,562097,562097,418175
acitretin,inflammation,eu,slovakia,2019,7,170346,170346,0
acitretin,inflammation,eu,bulgaria,2019,7,63440,67055,70654
acitretin,inflammation,eu,romania,2019,7,1945484,1945484,1771391
acitretin,inflammation,eu,croatia,2019,7,269844,275646,480844
acitretin,inflammation,eu,ukraine,2019,7,372901,582638,613903
acitretin,inflammation,eu,kazakhstan,2019,7,0,0,-397147
acitretin,inflammation,eu,georgia,2019,7,307523,707738,1574220
acitretin,inflammation,eu,belarus,2019,7,300238,300238,261561
acitretin,inflammation,eu,armenia,2019,7,419560,419560,368859
acitretin,inflammation,eu,israel,2019,7,505823,505823,331016
acitretin,inflammation,eu,palestine,2019,7,283854,1851065,3008675
acitretin,inflammation,eu,poland,2019,7,699279,699279,578550
acitretin,inflammation,eu,russia,2019,7,225516,1805174,2203922
acitretin,inflammation,eu,bulgaria,2019,7,1782919,1979362,2141348
acitretin,inflammation,eu,romania,2019,7,189101,189101,0
acitretin,inflammation,eu,croatia,2019,8,1046183,1046183,952652
acitretin,inflammation,eu,ukraine,2019,8,136665,387832,1091760
acitretin,inflammation,eu,kazakhstan,2019,8,49742,49742,0
acitretin,inflammation,eu,france,2019,8,462548,462548,284825
acitretin,inflammation,eu,germany,2019,8,79968,117827,120629
acitretin,inflammation,eu,spain,2019,8,346217,346217,260115
acitretin,inflammation,eu,portugal,2019,8,259062,271534,297022
acitretin,inflammation,eu,italy,2019,8,332466,332466,215848
acitretin,inflammation,eu,malta,2019,8,355123,671836,872884
acitretin,inflammation,eu,uk,2019,8,15867631,19688306,19899972
acitretin,inflammation,eu,ireland,2019,8,4217920,5652264,8182004
acitretin,inflammation,eu,austria,2019,8,143250,143250,0
acitretin,inflammation,eu,belgium,2019,8,622712,622712,612516
acitretin,inflammation,eu,luxembourg,2019,8,288084,288084,227998
acitretin,inflammation,eu,greece,2019,8,1087686,1087686,1001852
acitretin,inflammation,eu,netherlands,2019,8,310034,317517,497878
acitretin,inflammation,eu,france,2019,8,2008581,2052318,2445282
acitretin,inflammation,eu,germany,2019,8,113844,113844,0
acitretin,inflammation,eu,spain,2019,8,97380,97380,0
acitretin,inflammation,eu,portugal,2019,8,17480,45555,234268
acitretin,inflammation,eu,italy,2019,8,71704,102927,159174
acitretin,inflammation,eu,malta,2019,8,274598,274598,120004
acitretin,inflammation,eu,uk,2019,8,27314,33845,38028
acitretin,inflammation,eu,ireland,2019,8,1761108,2642809,2748069
acitretin,inflammation,eu,austria,2019,8,418743,446424,480224
acitretin,inflammation,eu,belgium,2019,8,157239,157239,0
acitretin,inflammation,eu,luxembourg,2019,8,30527,30527,0
acitretin,inflammation,eu,greece,2019,8,1207430,1258414,1298676
acitretin,inflammation,eu,netherlands,2019,8,274797,313107,367444
acitretin,inflammation,eu,other,2019,8,707226,707226,626047
acitretin,inflammation,eu,france,2019,8,53548,53548,-53774
acitretin,inflammation,eu,germany,2019,8,223933,245467,307464
acitretin,inflammation,eu,spain,2019,8,158345,158345,-24379
acitretin,inflammation,eu,portugal,2019,8,492721,492721,310404
acitretin,inflammation,eu,italy,2019,8,422493,422493,262852
acitretin,inflammation,eu,malta,2019,8,2288635,2625506,2668515
acitretin,inflammation,eu,uk,2019,8,219672,346437,443370
acitretin,inflammation,eu,ireland,2019,8,929679,1435942,1823725
acitretin,inflammation,eu,austria,2019,8,1735778,2435888,2456983
acitretin,inflammation,eu,belgium,2019,8,123254,123254,79119
acitretin,inflammation,eu,luxembourg,2019,9,950922,1168184,1205059
acitretin,inflammation,eu,greece,2019,9,671332,1033743,1084148
acitretin,inflammation,eu,netherlands,2019,9,76590,76590,53000
acitretin,inflammation,eu,denmark,2019,9,312340,312340,233040
acitretin,inflammation,eu,estonia,2019,9,41804,84536,116062
acitretin,inflammation,eu,finland,2019,9,49774,102270,173603
acitretin,inflammation,eu,lithuania,2019,9,17485,292349,752295
acitretin,inflammation,eu,latvia,2019,9,247479,247479,218967
acitretin,inflammation,eu,norway,2019,9,883353,883353,857330
acitretin,inflammation,eu,sweden,2019,9,14003190,14260995,19586593
acitretin,inflammation,eu,switzerland,2019,9,5528877,7458175,9162727
acitretin,inflammation,eu,macedonia,2019,9,107826,107826,0
acitretin,inflammation,eu,serbia,2019,9,340659,340659,283174
acitretin,inflammation,eu,bosnia,2019,9,63376,196790,211266
acitretin,inflammation,eu,montenegro,2019,9,486917,771131,821656
acitretin,inflammation,eu,czech republic,2019,9,254712,304684,322955
acitretin,inflammation,eu,hungary,2019,9,32256,861667,3402209
acitretin,inflammation,eu,slovenia,2019,9,61278,61278,0
acitretin,inflammation,eu,slovakia,2019,9,378961,378961,216335
acitretin,inflammation,eu,bulgaria,2019,9,70211,171745,257716
acitretin,inflammation,eu,romania,2019,9,136645,171666,191622
acitretin,inflammation,eu,croatia,2019,9,149096,149096,147570
acitretin,inflammation,eu,ukraine,2019,9,98814,98814,0
acitretin,inflammation,eu,kazakhstan,2019,9,823929,2612360,2840105
acitretin,inflammation,eu,georgia,2019,9,68027,77820,330061
acitretin,inflammation,eu,belarus,2019,9,118422,1628459,1637500
acitretin,inflammation,eu,armenia,2019,9,38380,38380,0
acitretin,inflammation,eu,israel,2019,9,754155,1022996,1556022
acitretin,inflammation,eu,palestine,2019,9,737289,737289,701066
acitretin,inflammation,eu,poland,2019,9,25150,181686,620125
acitretin,inflammation,eu,russia,2019,9,9936,9936,0
acitretin,inflammation,eu,other,2019,9,142408,297584,348214
acitretin,inflammation,eu,france,2019,9,2782,97663,258195
acitretin,inflammation,eu,germany,2019,9,372500,372500,338520
acitretin,inflammation,eu,spain,2019,9,68368,157421,276194
acitretin,inflammation,eu,portugal,2019,9,205733,805691,2746848
acitretin,inflammation,eu,italy,2019,9,688732,688732,528686
acitretin,inflammation,eu,malta,2019,9,1425335,1755678,1985472
acitretin,inflammation,eu,uk,2019,9,515482,871330,2040601
acitretin,inflammation,eu,ireland,2019,9,3845,3845,0
acitretin,inflammation,eu,austria,2019,10,168809,1088638,1134773
acitretin,inflammation,eu,belgium,2019,10,781388,827874,1280801
acitretin,inflammation,eu,luxembourg,2019,10,21261,21261,0
acitretin,inflammation,eu,greece,2019,10,124701,243400,251144
acitretin,inflammation,eu,netherlands,2019,10,232429,232429,131516
acitretin,inflammation,eu,denmark,2019,10,296075,296075,178580
acitretin,inflammation,eu,estonia,2019,10,304933,564329,722240
acitretin,inflammation,eu,finland,2019,10,198493,200655,219614
acitretin,inflammation,eu,lithuania,2019,10,1468507,1479793,1575519
acitretin,inflammation,eu,latvia,2019,10,13685694,18630169,20966646
acitretin,inflammation,eu,norway,2019,10,10211575,10944777,11199318
acitretin,inflammation,eu,sweden,2019,10,116787,116787,0
acitretin,inflammation,eu,switzerland,2019,10,190952,355938,559413
acitretin,inflammation,eu,macedonia,2019,10,271485,271485,217891
acitretin,inflammation,eu,serbia,2019,10,1199355,1199355,1035937
acitretin,inflammation,eu,bosnia,2019,10,38985,323495,457037
acitretin,inflammation,eu,montenegro,2019,10,2952601,4283278,4347313
acitretin,inflammation,eu,czech republic,2019,10,6741,6741,0
acitretin,inflammation,eu,hungary,2019,10,8379,99760,144201
acitretin,inflammation,eu,slovenia,2019,10,290586,290586,257716
acitretin,inflammation,eu,slovakia,2019,10,179015,185259,188477
acitretin,inflammation,eu,bulgaria,2019,10,306025,306025,147657
acitretin,inflammation,eu,romania,2019,10,3340,3340,0
acitretin,inflammation,eu,croatia,2019,10,196964,988708,3084683
acitretin,inflammation,eu,ukraine,2019,10,117128,406917,480427
acitretin,inflammation,eu,kazakhstan,2019,10,0,0,-762500
acitretin,inflammation,eu,georgia,2019,10,92256,92256,0
acitretin,inflammation,eu,belarus,2019,10,1445299,1676730,1697150
acitretin,inflammation,eu,armenia,2019,10,734506,736238,738477
acitretin,inflammation,eu,israel,2019,10,708985,708985,623101
acitretin,inflammation,eu,palestine,2019,10,30844,30844,0
acitretin,inflammation,eu,poland,2019,10,38071,85282,131021
acitretin,inflammation,eu,russia,2019,10,138129,138129,0
acitretin,inflammation,eu,other,2019,10,161964,168637,327833
acitretin,inflammation,eu,france,2019,10,347510,347510,319721
acitretin,inflammation,eu,germany,2019,10,705689,2276182,2640172
acitretin,inflammation,eu,spain,2019,10,83476,640168,786447
acitretin,inflammation,eu,portugal,2019,10,1772969,1894221,2035530
acitretin,inflammation,eu,italy,2019,10,1842883,1938084,2085305
acitretin,inflammation,eu,malta,2019,10,8099,8099,0
acitretin,inflammation,eu,uk,2019,11,1187182,1187182,1132648
acitretin,inflammation,eu,ireland,2019,11,549943,1034868,1154091
acitretin,inflammation,eu,austria,2019,11,241055,341152,354611
acitretin,inflammation,eu,belgium,2019,11,216736,221431,229106
acitretin,inflammation,eu,luxembourg,2019,11,43519,78058,113619
acitretin,inflammation,eu,greece,2019,11,85162,165286,197023
acitretin,inflammation,eu,netherlands,2019,11,521930,584583,631134
acitretin,inflammation,eu,denmark,2019,11,104612,163505,220260
acitretin,inflammation,eu,estonia,2019,11,182767,615667,898428
acitretin,inflammation,eu,finland,2019,11,14351980,15873232,17757036
acitretin,inflammation,eu,lithuania,2019,11,957700,2819821,9692597
acitretin,inflammation,eu,latvia,2019,11,146709,146709,0
acitretin,inflammation,eu,norway,2019,11,506341,513803,617369
acitretin,inflammation,eu,sweden,2019,11,39136,117589,220208
acitretin,inflammation,eu,switzerland,2019,11,557023,602289,828118
acitretin,inflammation,eu,macedonia,2019,11,158132,320202,383409
acitretin,inflammation,eu,serbia,2019,11,2448981,3813082,4194450
acitretin,inflammation,eu,bosnia,2019,11,31095,31095,0
acitretin,inflammation,eu,montenegro,2019,11,103325,103325,0
acitretin,inflammation,eu,czech republic,2019,11,234579,245708,257716
acitretin,inflammation,eu,hungary,2019,11,348440,348440,188458
acitretin,inflammation,eu,slovenia,2019,11,313596,313596,151093
acitretin,inflammation,eu,slovakia,2019,11,218860,218860,30284
acitretin,inflammation,eu,bulgaria,2019,11,2529552,2817819,2900846
acitretin,inflammation,eu,romania,2019,11,271643,343256,372159
acitretin,inflammation,eu,croatia,2019,11,0,0,-762500
acitretin,inflammation,eu,ukraine,2019,11,135503,135503,0
acitretin,inflammation,eu,kazakhstan,2019,11,1871615,1871615,1715233
acitretin,inflammation,eu,georgia,2019,11,572434,668369,770084
acitretin,inflammation,eu,belarus,2019,11,413362,442842,659885
acitretin,inflammation,eu,armenia,2019,11,86817,86817,0
acitretin,inflammation,eu,israel,2019,11,362838,362838,193470
acitretin,inflammation,eu,palestine,2019,11,4933,305624,319820
acitretin,inflammation,eu,poland,2019,11,339501,339501,317573
acitretin,inflammation,eu,russia,2019,11,330628,330628,279449
acitretin,inflammation,eu,other,2019,11,1503674,1861745,2498302
acitretin,inflammation,eu,france,2019,11,504415,572820,590677
acitretin,inflammation,eu,germany,2019,11,672739,1567121,2072949
acitretin,inflammation,eu,spain,2019,11,1570358,1898641,2018439
